stock_code,name,market_type,region
033340,좋은사람들,KOSDAQ,Korea
033500,동성화인텍,KOSDAQ,Korea
033530,에스제이지세종,KOSPI,Korea
033540,파라텍,KOSDAQ,Korea
033560,블루콤,KOSDAQ,Korea
033640,네패스,KOSDAQ,Korea
033780,KT&G,KOSPI,Korea
033790,스카이문스테크놀로지,KOSDAQ,Korea
033830,티비씨,KOSDAQ,Korea
033920,무학,KOSPI,Korea
034020,두산에너빌리티,KOSPI,Korea
034120,SBS,KOSPI,Korea
034220,LG디스플레이,KOSPI,Korea
034230,파라다이스,KOSDAQ,Korea
034300,신세계건설,KOSPI,Korea
034310,NICE,KOSPI,Korea
034590,인천도시가스,KOSPI,Korea
034730,SK,KOSPI,Korea
034810,해성산업,KOSDAQ,Korea
034830,한국토지신탁,KOSPI,Korea
034940,조아제약,KOSDAQ,Korea
034950,한국기업평가,KOSDAQ,Korea
035000,HS애드,KOSPI,Korea
035080,그래디언트,KOSDAQ,Korea
035150,백산,KOSPI,Korea
035200,프럼파스트,KOSDAQ,Korea
035250,강원랜드,KOSPI,Korea
035290,골드앤에스,KOSDAQ,Korea
035420,NAVER,KOSPI,Korea
035460,기산텔레콤,KOSDAQ,Korea
035510,신세계 I&C,KOSPI,Korea
035600,KG이니시스,KOSDAQ,Korea
035610,솔본,KOSDAQ,Korea
035620,바른손이앤에이,KOSDAQ,Korea
035720,카카오,KOSPI,Korea
035760,CJ ENM,KOSDAQ,Korea
035810,이지홀딩스,KOSDAQ,Korea
035890,서희건설,KOSDAQ,Korea
035900,JYP Ent.,KOSDAQ,Korea
036000,예림당,KOSDAQ,Korea
036010,아비코전자,KOSDAQ,Korea
036030,케이티알파,KOSDAQ,Korea
036090,위지트,KOSDAQ,Korea
036120,SCI평가정보,KOSDAQ,Korea
036170,클라우드에어,KOSDAQ,Korea
036180,지더블유바이텍,KOSDAQ,Korea
036190,금화피에스시,KOSDAQ,Korea
036200,유니셈,KOSDAQ,Korea
036220,오상헬스케어,KOSDAQ,Korea
036420,콘텐트리중앙,KOSPI,Korea
036460,한국가스공사,KOSPI,Korea
036480,대성미생물,KOSDAQ,Korea
036530,SNT홀딩스,KOSPI,Korea
036540,SFA반도체,KOSDAQ,Korea
036560,영풍정밀,KOSDAQ,Korea
036570,엔씨소프트,KOSPI,Korea
036580,팜스코,KOSPI,Korea
036620,감성코퍼레이션,KOSDAQ,Korea
036630,세종텔레콤,KOSDAQ,Korea
036640,HRS,KOSDAQ,Korea
036670,KCI,KOSDAQ,Korea
036690,코맥스,KOSDAQ,Korea
036710,심텍홀딩스,KOSDAQ,Korea
036800,나이스정보통신,KOSDAQ,Korea
036810,에프에스티,KOSDAQ,Korea
036830,솔브레인홀딩스,KOSDAQ,Korea
036890,진성티이씨,KOSDAQ,Korea
036930,주성엔지니어링,KOSDAQ,Korea
037030,파워넷,KOSDAQ,Korea
037070,파세코,KOSDAQ,Korea
037230,한국팩키지,KOSDAQ,Korea
037270,YG PLUS,KOSPI,Korea
037330,인지디스플레,KOSDAQ,Korea
037350,성도이엔지,KOSDAQ,Korea
037370,EG,KOSDAQ,Korea
037400,우리엔터프라이즈,KOSDAQ,Korea
037440,희림,KOSDAQ,Korea
037460,삼지전자,KOSDAQ,Korea
037560,LG헬로비전,KOSPI,Korea
037710,광주신세계,KOSPI,Korea
037760,쎄니트,KOSDAQ,Korea
037950,엘컴텍,KOSDAQ,Korea
038010,제일테크노스,KOSDAQ,Korea
038060,루멘스,KOSDAQ,Korea
038070,서린바이오,KOSDAQ,Korea
038110,에코플라스틱,KOSDAQ,Korea
038290,마크로젠,KOSDAQ,Korea
038340,MIT,KOSDAQ,Korea
038390,레드캡투어,KOSDAQ,Korea
038460,바이오스마트,KOSDAQ,Korea
038500,삼표시멘트,KOSDAQ,Korea
038530,케이바이오,KOSDAQ,Korea
038540,상상인,KOSDAQ,Korea
038620,위즈코프,KOSDAQ,Korea
038680,에스넷,KOSDAQ,Korea
038870,에코바이오,KOSDAQ,Korea
038880,아이에이,KOSDAQ,Korea
038950,파인디지털,KOSDAQ,Korea
039010,현대에이치티,KOSDAQ,Korea
039020,이건홀딩스,KOSDAQ,Korea
039030,이오테크닉스,KOSDAQ,Korea
039130,하나투어,KOSPI,Korea
039200,오스코텍,KOSDAQ,Korea
039240,경남스틸,KOSDAQ,Korea
039290,인포뱅크,KOSDAQ,Korea
039310,세중,KOSDAQ,Korea
039340,한국경제TV,KOSDAQ,Korea
039420,케이엘넷,KOSDAQ,Korea
039440,에스티아이,KOSDAQ,Korea
039490,키움증권,KOSPI,Korea
039560,다산네트웍스,KOSDAQ,Korea
039570,HDC랩스,KOSPI,Korea
039610,화성밸브,KOSDAQ,Korea
039740,한국정보공학,KOSDAQ,Korea
039830,오로라,KOSDAQ,Korea
039840,디오,KOSDAQ,Korea
039860,나노엔텍,KOSDAQ,Korea
039980,폴라리스AI,KOSDAQ,Korea
040160,누리플렉스,KOSDAQ,Korea
040300,YTN,KOSDAQ,Korea
040350,크레오에스지,KOSDAQ,Korea
040420,정상제이엘에스,KOSDAQ,Korea
040610,SG&G,KOSDAQ,Korea
040910,아이씨디,KOSDAQ,Korea
041020,폴라리스오피스,KOSDAQ,Korea
041190,우리기술투자,KOSDAQ,Korea
041440,현대에버다임,KOSDAQ,Korea
041460,한국전자인증,KOSDAQ,Korea
041510,에스엠,KOSDAQ,Korea
041520,이엘씨,KOSDAQ,Korea
041590,플래스크,KOSDAQ,Korea
041650,상신브레이크,KOSPI,Korea
041830,인바디,KOSDAQ,Korea
041910,폴라리스AI파마,KOSDAQ,Korea
041920,메디아나,KOSDAQ,Korea
041930,동아화성,KOSDAQ,Korea
041960,코미팜,KOSDAQ,Korea
042000,카페24,KOSDAQ,Korea
042040,케이피엠테크,KOSDAQ,Korea
042110,에스씨디,KOSDAQ,Korea
042370,비츠로테크,KOSDAQ,Korea
042420,네오위즈홀딩스,KOSDAQ,Korea
042500,링네트,KOSDAQ,Korea
042510,라온시큐어,KOSDAQ,Korea
042520,한스바이오메드,KOSDAQ,Korea
042600,새로닉스,KOSDAQ,Korea
042660,한화오션,KOSPI,Korea
042670,HD현대인프라코어,KOSPI,Korea
042700,한미반도체,KOSPI,Korea
042940,상지건설,KOSDAQ,Korea
043090,더테크놀로지,KOSDAQ,Korea
043100,솔고바이오,KOSDAQ,Korea
043150,바텍,KOSDAQ,Korea
043200,파루,KOSDAQ,Korea
043220,티에스넥스젠,KOSDAQ,Korea
043260,성호전자,KOSDAQ,Korea
043340,에쎈테크,KOSDAQ,Korea
043360,디지아이,KOSDAQ,Korea
043370,피에이치에이,KOSDAQ,Korea
043590,웰킵스하이텍,KOSDAQ,Korea
043610,지니뮤직,KOSDAQ,Korea
043650,국순당,KOSDAQ,Korea
043710,서울리거,KOSDAQ,Korea
043910,자연과환경,KOSDAQ,Korea
044060,조광ILI,KOSDAQ,Korea
044180,KD,KOSDAQ,Korea
044340,위닉스,KOSDAQ,Korea
044380,주연테크,KOSPI,Korea
044450,KSS해운,KOSPI,Korea
044480,블레이드 Ent,KOSDAQ,Korea
044490,태웅,KOSDAQ,Korea
044780,에이치케이,KOSDAQ,Korea
044820,코스맥스비티아이,KOSPI,Korea
044960,이글벳,KOSDAQ,Korea
044990,에이치엔에스하이텍,KONEX,Korea
045060,오공,KOSDAQ,Korea
045100,한양이엔지,KOSDAQ,Korea
045300,성우테크론,KOSDAQ,Korea
045340,토탈소프트,KOSDAQ,Korea
045390,대아티아이,KOSDAQ,Korea
045510,정원엔시스,KOSDAQ,Korea
045520,크린앤사이언스,KOSDAQ,Korea
045660,에이텍,KOSDAQ,Korea
045970,코아시아,KOSDAQ,Korea
046070,코다코,KOSDAQ,Korea
046120,오르비텍,KOSDAQ,Korea
046210,HLB파나진,KOSDAQ,Korea
046310,백금T&A,KOSDAQ,Korea
046390,삼화네트웍스,KOSDAQ,Korea
046440,KG모빌리언스,KOSDAQ,Korea
046890,서울반도체,KOSDAQ,Korea
046940,우원개발,KOSDAQ,Korea
046970,우리로,KOSDAQ,Korea
047040,대우건설,KOSPI,Korea
047050,포스코인터내셔널,KOSPI,Korea
047080,한빛소프트,KOSDAQ,Korea
047310,파워로직스,KOSDAQ,Korea
047400,유니온머티리얼,KOSPI,Korea
047560,이스트소프트,KOSDAQ,Korea
047770,코데즈컴바인,KOSDAQ,Korea
047810,한국항공우주,KOSPI,Korea
047820,초록뱀미디어,KOSDAQ,Korea
047920,HLB제약,KOSDAQ,Korea
048410,현대바이오,KOSDAQ,Korea
048430,유라테크,KOSDAQ,Korea
048470,대동스틸,KOSDAQ,Korea
048530,인트론바이오,KOSDAQ,Korea
048550,SM C&C,KOSDAQ,Korea
048770,TPC,KOSDAQ,Korea
048830,엔피케이,KOSDAQ,Korea
048870,시너지이노베이션,KOSDAQ,Korea
048910,대원미디어,KOSDAQ,Korea
049070,인탑스,KOSDAQ,Korea
049080,기가레인,KOSDAQ,Korea
049120,파인디앤씨,KOSDAQ,Korea
049180,셀루메드,KOSDAQ,Korea
049430,코메론,KOSDAQ,Korea
049470,SGA,KOSDAQ,Korea
049480,오픈베이스,KOSDAQ,Korea
049520,유아이엘,KOSDAQ,Korea
049550,잉크테크,KOSDAQ,Korea
049630,재영솔루텍,KOSDAQ,Korea
049720,고려신용정보,KOSDAQ,Korea
049770,동원F&B,KOSPI,Korea
049800,우진플라임,KOSPI,Korea
049830,승일,KOSDAQ,Korea
049950,미래컴퍼니,KOSDAQ,Korea
049960,쎌바이오텍,KOSDAQ,Korea
050090,비케이홀딩스,KOSDAQ,Korea
050110,캠시스,KOSDAQ,Korea
050120,ES큐브,KOSDAQ,Korea
050760,에스폴리텍,KOSDAQ,Korea
050860,아세아텍,KOSDAQ,Korea
050890,쏠리드,KOSDAQ,Korea
050960,수산아이앤티,KOSDAQ,Korea
051160,지어소프트,KOSDAQ,Korea
051360,토비스,KOSDAQ,Korea
051370,인터플렉스,KOSDAQ,Korea
051380,피씨디렉트,KOSDAQ,Korea
051390,YW,KOSDAQ,Korea
051490,나라엠앤디,KOSDAQ,Korea
051500,CJ프레시웨이,KOSDAQ,Korea
051600,한전KPS,KOSPI,Korea
051630,진양화학,KOSPI,Korea
051780,큐로홀딩스,KOSDAQ,Korea
051900,LG생활건강,KOSPI,Korea
051910,LG화학,KOSPI,Korea
051915,LG화학우,KOSPI,Korea
051980,중앙첨단소재,KOSDAQ,Korea
052020,에스티큐브,KOSDAQ,Korea
052220,iMBC,KOSDAQ,Korea
052260,현대바이오랜드,KOSDAQ,Korea
052300,씨티프라퍼티,KOSDAQ,Korea
052330,코텍,KOSDAQ,Korea
052400,코나아이,KOSDAQ,Korea
052420,오성첨단소재,KOSDAQ,Korea
052460,아이크래프트,KOSDAQ,Korea
052600,한네트,KOSDAQ,Korea
052670,제일바이오,KOSDAQ,Korea
052690,한전기술,KOSPI,Korea
052710,아모텍,KOSDAQ,Korea
052770,아이톡시,KOSDAQ,Korea
052790,액토즈소프트,KOSDAQ,Korea
052860,아이앤씨,KOSDAQ,Korea
052900,KX하이텍,KOSDAQ,Korea
052960,태양3C,KONEX,Korea
053030,바이넥스,KOSDAQ,Korea
053050,지에스이,KOSDAQ,Korea
053060,세동,KOSDAQ,Korea
053080,케이엔솔,KOSDAQ,Korea
053160,프리엠스,KOSDAQ,Korea
053210,스카이라이프,KOSPI,Korea
053260,금강철강,KOSDAQ,Korea
053270,구영테크,KOSDAQ,Korea
053280,예스24,KOSDAQ,Korea
053290,NE능률,KOSDAQ,Korea
053300,한국정보인증,KOSDAQ,Korea
053350,이니텍,KOSDAQ,Korea
053450,세코닉스,KOSDAQ,Korea
053580,웹케시,KOSDAQ,Korea
053590,한국테크놀로지,KOSDAQ,Korea
053610,프로텍,KOSDAQ,Korea
053620,태양,KOSDAQ,Korea
053690,한미글로벌,KOSPI,Korea
053700,삼보모터스,KOSDAQ,Korea
053800,안랩,KOSDAQ,Korea
053950,경남제약,KOSDAQ,Korea
053980,오상자이엘,KOSDAQ,Korea
054040,한국컴퓨터,KOSDAQ,Korea
054050,농우바이오,KOSDAQ,Korea
054090,삼진엘앤디,KOSDAQ,Korea
054180,메디콕스,KOSDAQ,Korea
054210,이랜텍,KOSDAQ,Korea
054220,비츠로시스,KOSDAQ,Korea
054300,팬스타엔터프라이즈,KOSDAQ,Korea
054410,케이피티유,KOSDAQ,Korea
054450,텔레칩스,KOSDAQ,Korea
054540,삼영엠텍,KOSDAQ,Korea
054620,APS,KOSDAQ,Korea
054630,에이디칩스,KOSDAQ,Korea
054670,대한뉴팜,KOSDAQ,Korea
054780,키이스트,KOSDAQ,Korea
054800,아이디스홀딩스,KOSDAQ,Korea
054920,한컴위드,KOSDAQ,Korea
054930,유신,KOSDAQ,Korea
054940,엑사이엔씨,KOSDAQ,Korea
054950,제이브이엠,KOSDAQ,Korea
055490,테이팩스,KOSPI,Korea
055550,신한지주,KOSPI,Korea
056080,유진로봇,KOSDAQ,Korea
056090,이노시스,KOSDAQ,Korea
056190,에스에프에이,KOSDAQ,Korea
056360,코위버,KOSDAQ,Korea
056700,신화인터텍,KOSDAQ,Korea
056730,CNT85,KOSDAQ,Korea
057030,YBM넷,KOSDAQ,Korea
057050,현대홈쇼핑,KOSPI,Korea
057540,옴니시스템,KOSDAQ,Korea
057680,티사이언티픽,KOSDAQ,Korea
057880,푸른소나무,KOSDAQ,Korea
058110,멕아이씨에스,KOSDAQ,Korea
058400,KNN,KOSDAQ,Korea
058430,포스코스틸리온,KOSPI,Korea
058450,엔터파트너즈,KOSDAQ,Korea
058470,리노공업,KOSDAQ,Korea
058530,파나케이아,KOSDAQ,Korea
058610,에스피지,KOSDAQ,Korea
058630,엠게임,KOSDAQ,Korea
058650,세아홀딩스,KOSPI,Korea
058730,다스코,KOSPI,Korea
058820,CMG제약,KOSDAQ,Korea
058850,KTcs,KOSPI,Korea
058860,KTis,KOSPI,Korea
058970,엠로,KOSDAQ,Korea
059090,미코,KOSDAQ,Korea
059100,아이컴포넌트,KOSDAQ,Korea
059120,아진엑스텍,KOSDAQ,Korea
059210,메타바이오메드,KOSDAQ,Korea
059270,해성에어로보틱스,KOSDAQ,Korea
060150,인선이엔티,KOSDAQ,Korea
060230,소니드,KOSDAQ,Korea
060240,룽투코리아,KOSDAQ,Korea
060250,NHN KCP,KOSDAQ,Korea
060260,뉴보텍,KOSDAQ,Korea
060280,큐렉소,KOSDAQ,Korea
060310,3S,KOSDAQ,Korea
060370,LS마린솔루션,KOSDAQ,Korea
060380,동양에스텍,KOSDAQ,Korea
060480,국일신동,KOSDAQ,Korea
060540,에스에이티,KOSDAQ,Korea
060560,홈센타홀딩스,KOSDAQ,Korea
060570,드림어스컴퍼니,KOSDAQ,Korea
060590,씨티씨바이오,KOSDAQ,Korea
060720,KH바텍,KOSDAQ,Korea
060850,영림원소프트랩,KOSDAQ,Korea
060900,DGP,KOSDAQ,Korea
060980,HL홀딩스,KOSPI,Korea
061040,알에프텍,KOSDAQ,Korea
061250,화일약품,KOSDAQ,Korea
061970,LB세미콘,KOSDAQ,Korea
062860,티엘아이,KOSDAQ,Korea
062970,피피아이,KOSDAQ,Korea
063080,컴투스홀딩스,KOSDAQ,Korea
063160,종근당바이오,KOSPI,Korea
063170,서울옥션,KOSDAQ,Korea
063440,SM Life Design,KOSDAQ,Korea
063570,한국전자금융,KOSDAQ,Korea
063760,이엘피,KOSDAQ,Korea
064090,웨스트라이즈,KOSDAQ,Korea
064240,홈캐스트,KOSDAQ,Korea
064260,다날,KOSDAQ,Korea
064290,인텍플러스,KOSDAQ,Korea
064350,현대로템,KOSPI,Korea
064480,브리지텍,KOSDAQ,Korea
064520,테크엘,KOSDAQ,Korea
064550,바이오니아,KOSDAQ,Korea
064760,티씨케이,KOSDAQ,Korea
064800,젬백스링크,KOSDAQ,Korea
064820,케이프,KOSDAQ,Korea
064850,에프앤가이드,KOSDAQ,Korea
064960,SNT모티브,KOSPI,Korea
065060,지엔코,KOSDAQ,Korea
065130,탑엔지니어링,KOSDAQ,Korea
065150,대산F&B,KOSDAQ,Korea
065170,비엘팜텍,KOSDAQ,Korea
065350,신성델타테크,KOSDAQ,Korea
065370,위세아이텍,KOSDAQ,Korea
065420,에스아이리소스,KOSDAQ,Korea
065440,이루온,KOSDAQ,Korea
065450,빅텍,KOSDAQ,Korea
065500,오리엔트정공,KOSDAQ,Korea
065510,휴비츠,KOSDAQ,Korea
065530,와이어블,KOSDAQ,Korea
065560,녹원씨엔아이,KOSDAQ,Korea
065570,삼영이엔씨,KOSDAQ,Korea
065650,하이퍼코퍼레이션,KOSDAQ,Korea
065660,안트로젠,KOSDAQ,Korea
065680,우주일렉트로,KOSDAQ,Korea
065690,파커스,KOSDAQ,Korea
065710,서호전기,KOSDAQ,Korea
065770,CS,KOSDAQ,Korea
065950,웰크론,KOSDAQ,Korea
066130,하츠,KOSDAQ,Korea
066310,큐에스아이,KOSDAQ,Korea
066360,체리부로,KOSDAQ,Korea
066410,버킷스튜디오,KOSDAQ,Korea
066430,와이오엠,KOSDAQ,Korea
066570,LG전자,KOSPI,Korea
066590,우수AMS,KOSDAQ,Korea
066620,국보디자인,KOSDAQ,Korea
066670,디티씨,KOSDAQ,Korea
066700,테라젠이텍스,KOSDAQ,Korea
066790,씨씨에스,KOSDAQ,Korea
066830,제노텍,KONEX,Korea
066900,디에이피,KOSDAQ,Korea
066910,손오공,KOSDAQ,Korea
066970,엘앤에프,KOSPI,Korea
066980,한성크린텍,KOSDAQ,Korea
067000,조이시티,KOSDAQ,Korea
067010,이씨에스,KOSDAQ,Korea
067080,대화제약,KOSDAQ,Korea
067160,SOOP,KOSDAQ,Korea
067170,오텍,KOSDAQ,Korea
067280,멀티캠퍼스,KOSDAQ,Korea
067290,JW신약,KOSDAQ,Korea
067310,하나마이크론,KOSDAQ,Korea
067370,선바이오,KOSDAQ,Korea
067390,아스트,KOSDAQ,Korea
067570,엔브이에이치코리아,KOSDAQ,Korea
067630,HLB생명과학,KOSDAQ,Korea
067730,로지시스,KOSDAQ,Korea
067770,세진티에스,KOSDAQ,Korea
067830,세이브존I&C,KOSPI,Korea
067900,와이엔텍,KOSDAQ,Korea
067920,이글루,KOSDAQ,Korea
067990,도이치모터스,KOSDAQ,Korea
068050,팬엔터테인먼트,KOSDAQ,Korea
068100,케이웨더,KOSDAQ,Korea
068240,다원시스,KOSDAQ,Korea
068270,셀트리온,KOSPI,Korea
068290,삼성출판사,KOSPI,Korea
068330,일신바이오,KOSDAQ,Korea
068760,셀트리온제약,KOSDAQ,Korea
068790,DMS,KOSDAQ,Korea
068930,디지털대성,KOSDAQ,Korea
068940,셀피글로벌,KOSDAQ,Korea
069080,웹젠,KOSDAQ,Korea
069140,누리플랜,KOSDAQ,Korea
069260,TKG휴켐스,KOSPI,Korea
069330,유아이디,KOSDAQ,Korea
069410,엔텔스,KOSDAQ,Korea
069460,대호에이엘,KOSPI,Korea
069510,에스텍,KOSDAQ,Korea
069540,빛과전자,KOSDAQ,Korea
069620,대웅제약,KOSPI,Korea
069640,한세엠케이,KOSPI,Korea
069730,DSR제강,KOSPI,Korea
069920,아이에스이커머스,KOSDAQ,Korea
069960,현대백화점,KOSPI,Korea
070300,엑스큐어,KOSDAQ,Korea
070590,한솔인티큐브,KOSDAQ,Korea
070960,용평리조트,KOSPI,Korea
071050,한국금융지주,KOSPI,Korea
071090,하이스틸,KOSPI,Korea
071200,인피니트헬스케어,KOSDAQ,Korea
071280,로체시스템즈,KOSDAQ,Korea
071320,지역난방공사,KOSPI,Korea
071460,위니아,KOSDAQ,Korea
071670,에이테크솔루션,KOSDAQ,Korea
071840,롯데하이마트,KOSPI,Korea
071850,캐스텍코리아,KOSDAQ,Korea
071950,코아스,KOSPI,Korea
071970,STX중공업,KOSPI,Korea
072020,중앙백신,KOSDAQ,Korea
072130,유엔젤,KOSPI,Korea
072470,우리산업홀딩스,KOSDAQ,Korea
072520,제넨바이오,KOSDAQ,Korea
072710,농심홀딩스,KOSPI,Korea
072770,율호,KOSDAQ,Korea
072870,메가스터디,KOSDAQ,Korea
072950,빛샘전자,KOSDAQ,Korea
072990,에이치시티,KOSDAQ,Korea
073010,케이에스피,KOSDAQ,Korea
073110,엘엠에스,KOSDAQ,Korea
073190,듀오백,KOSDAQ,Korea
073240,금호타이어,KOSPI,Korea
073490,이노와이어리스,KOSDAQ,Korea
073540,에프알텍,KOSDAQ,Korea
073560,우리손에프앤지,KOSDAQ,Korea
073570,리튬포어스,KOSDAQ,Korea
073640,테라사이언스,KOSDAQ,Korea
074430,아미노로직스,KOSDAQ,Korea
074600,원익QnC,KOSDAQ,Korea
074610,이엔플러스,KOSPI,Korea
075130,플랜티넷,KOSDAQ,Korea
075180,새론오토모티브,KOSPI,Korea
075580,세진중공업,KOSPI,Korea
075970,동국알앤에스,KOSDAQ,Korea
076080,웰크론한텍,KOSDAQ,Korea
076340,관악산업,KONEX,Korea
076610,해성옵틱스,KOSDAQ,Korea
077360,덕산하이메탈,KOSDAQ,Korea
077500,유니퀘스트,KOSPI,Korea
077970,STX엔진,KOSPI,Korea
078000,텔코웨어,KOSPI,Korea
078020,이베스트투자증권,KOSDAQ,Korea
078070,유비쿼스홀딩스,KOSDAQ,Korea
078130,국일제지,KOSDAQ,Korea
078140,대봉엘에스,KOSDAQ,Korea
078150,HB테크놀러지,KOSDAQ,Korea
078160,메디포스트,KOSDAQ,Korea
078340,컴투스,KOSDAQ,Korea
078350,한양디지텍,KOSDAQ,Korea
078520,에이블씨엔씨,KOSPI,Korea
078590,휴림에이텍,KOSDAQ,Korea
078600,대주전자재료,KOSDAQ,Korea
078860,아이오케이,KOSDAQ,Korea
078890,가온그룹,KOSDAQ,Korea
078930,GS,KOSPI,Korea
078940,퀀타피아,KOSDAQ,Korea
079000,와토스코리아,KOSDAQ,Korea
079160,CJ CGV,KOSPI,Korea
079170,한창산업,KOSDAQ,Korea
079190,케스피온,KOSDAQ,Korea
079370,제우스,KOSDAQ,Korea
079430,현대리바트,KOSPI,Korea
079550,LIG넥스원,KOSPI,Korea
079650,서산,KOSDAQ,Korea
079810,디이엔티,KOSDAQ,Korea
079940,가비아,KOSDAQ,Korea
079950,인베니아,KOSDAQ,Korea
079960,동양이엔피,KOSDAQ,Korea
079970,투비소프트,KOSDAQ,Korea
079980,휴비스,KOSPI,Korea
080000,에스엔유,KOSDAQ,Korea
080010,이상네트웍스,KOSDAQ,Korea
080160,모두투어,KOSDAQ,Korea
080220,제주반도체,KOSDAQ,Korea
080420,모다이노칩,KOSDAQ,Korea
080470,성창오토텍,KOSDAQ,Korea
080520,오디텍,KOSDAQ,Korea
080530,코디,KOSDAQ,Korea
080580,오킨스전자,KOSDAQ,Korea
080720,한국유니온제약,KOSDAQ,Korea
081000,일진다이아,KOSPI,Korea
081150,티플랙스,KOSDAQ,Korea
081580,성우전자,KOSDAQ,Korea
081660,휠라홀딩스,KOSPI,Korea
082210,옵트론텍,KOSDAQ,Korea
082270,젬백스,KOSDAQ,Korea
082640,동양생명,KOSPI,Korea
082660,코스나인,KOSDAQ,Korea
082740,한화엔진,KOSPI,Korea
082800,비보존 제약,KOSDAQ,Korea
082850,우리바이오,KOSDAQ,Korea
082920,비츠로셀,KOSDAQ,Korea
083310,엘오티베큠,KOSDAQ,Korea
083420,그린케미칼,KOSPI,Korea
083450,GST,KOSDAQ,Korea
083470,이엠앤아이,KOSDAQ,Korea
083500,에프엔에스테크,KOSDAQ,Korea
083550,케이엠,KOSDAQ,Korea
083640,인콘,KOSDAQ,Korea
083650,비에이치아이,KOSDAQ,Korea
083660,CSA 코스믹,KOSDAQ,Korea
083790,CG인바이츠,KOSDAQ,Korea
083930,아바코,KOSDAQ,Korea
084010,대한제강,KOSPI,Korea
084110,휴온스글로벌,KOSDAQ,Korea
084180,수성웹툰,KOSDAQ,Korea
084370,유진테크,KOSDAQ,Korea
084440,유비온,KOSDAQ,Korea
084650,랩지노믹스,KOSDAQ,Korea
084670,동양고속,KOSPI,Korea
084680,이월드,KOSPI,Korea
084690,대상홀딩스,KOSPI,Korea
084730,팅크웨어,KOSDAQ,Korea
084850,아이티엠반도체,KOSDAQ,Korea
084870,TBH글로벌,KOSPI,Korea
084990,헬릭스미스,KOSDAQ,Korea
085310,엔케이,KOSPI,Korea
085620,미래에셋생명,KOSPI,Korea
085660,차바이오텍,KOSDAQ,Korea
085670,뉴프렉스,KOSDAQ,Korea
085810,알티캐스트,KOSDAQ,Korea
085910,네오티스,KOSDAQ,Korea
086040,바이오톡스텍,KOSDAQ,Korea
086060,진바이오텍,KOSDAQ,Korea
086220,광동헬스바이오,KONEX,Korea
086280,현대글로비스,KOSPI,Korea
086390,유니테스트,KOSDAQ,Korea
086450,동국제약,KOSDAQ,Korea
086460,큐러블,KONEX,Korea
086520,에코프로,KOSDAQ,Korea
086670,비엠티,KOSDAQ,Korea
086710,선진뷰티사이언스,KOSDAQ,Korea
086790,하나금융지주,KOSPI,Korea
086820,바이오솔루션,KOSDAQ,Korea
086890,이수앱지스,KOSDAQ,Korea
086900,메디톡스,KOSDAQ,Korea
086960,MDS테크,KOSDAQ,Korea
086980,쇼박스,KOSDAQ,Korea
087010,펩트론,KOSDAQ,Korea
087260,모바일어플라이언스,KOSDAQ,Korea
087600,픽셀플러스,KOSDAQ,Korea
088130,동아엘텍,KOSDAQ,Korea
088260,이리츠코크렙,KOSPI,Korea
088280,쏘닉스,KOSDAQ,Korea
088290,이원컴포텍,KOSDAQ,Korea
088350,한화생명,KOSPI,Korea
088390,이녹스,KOSDAQ,Korea
088790,진도,KOSPI,Korea
088800,에이스테크,KOSDAQ,Korea
088910,동우팜투테이블,KOSDAQ,Korea
088980,맥쿼리인프라,KOSPI,Korea
089010,켐트로닉스,KOSDAQ,Korea
089030,테크윙,KOSDAQ,Korea
089140,넥스턴바이오,KOSDAQ,Korea
089150,케이씨티,KOSDAQ,Korea
089230,THE E&M,KOSDAQ,Korea
089470,HDC현대EP,KOSPI,Korea
089530,에이티세미콘,KOSDAQ,Korea
089590,제주항공,KOSPI,Korea
089600,나스미디어,KOSDAQ,Korea
089790,제이티,KOSDAQ,Korea
089850,유비벨록스,KOSDAQ,Korea
089860,롯데렌탈,KOSPI,Korea
089890,코세스,KOSDAQ,Korea
089970,브이엠,KOSDAQ,Korea
089980,상아프론테크,KOSDAQ,Korea
090080,평화산업,KOSPI,Korea
090150,아이윈,KOSDAQ,Korea
090350,노루페인트,KOSPI,Korea
090360,로보스타,KOSDAQ,Korea
090370,메타랩스,KOSPI,Korea
090410,덕신이피씨,KOSDAQ,Korea
090430,아모레퍼시픽,KOSPI,Korea
090460,비에이치,KOSPI,Korea
090470,제이스텍,KOSDAQ,Korea
090710,휴림로봇,KOSDAQ,Korea
090850,현대이지웰,KOSDAQ,Korea
091090,세원이앤씨,KOSPI,Korea
091120,이엠텍,KOSDAQ,Korea
091340,S&K폴리텍,KOSDAQ,Korea
091440,한울소재과학,KOSDAQ,Korea
091580,상신이디피,KOSDAQ,Korea
091590,남화토건,KOSDAQ,Korea
091700,파트론,KOSDAQ,Korea
091810,티웨이항공,KOSPI,Korea
091970,나노캠텍,KOSDAQ,Korea
092040,아미코젠,KOSDAQ,Korea
092070,디엔에프,KOSDAQ,Korea
092130,이크레더블,KOSDAQ,Korea
092190,서울바이오시스,KOSDAQ,Korea
092200,디아이씨,KOSPI,Korea
092220,KEC,KOSPI,Korea
092230,KPX홀딩스,KOSPI,Korea
092300,현우산업,KOSDAQ,Korea
092440,기신정기,KOSPI,Korea
092460,한라IMS,KOSDAQ,Korea
092590,럭스피아,KONEX,Korea
092600,앤씨앤,KOSDAQ,Korea
092730,네오팜,KOSDAQ,Korea
092780,동양피스톤,KOSPI,Korea
